1138	3300	4695	
5195	2912	675	
2127	3871	698	
5851	159	5174	
8356	5432	3881	
53	9535	189	
6197	3894	432	
6596	9798	5316	
5257	2259	8011	
5606	598	2298	
2351	7657	709	
7385	270	2821	
5267	5775	2692	
2305	4463	9965	
9907	2707	6750	
2712	3504	5808	
5994	2765	1451	
2673	3655	6992	
8730	9558	9860	
8765	2593	3925	
1738	3631	9647	
4363	6645	4174	
984	3475	635	
1827	8795	7252	
2317	792	4799	
3524	1930	7930	
1871	4395	7834	
7552	4638	9234	
6190	470	6537	
4426	2818	4418	
7752	4777	2507	
6647	9297	9808	
8483	9751	7929	
4824	8606	9540	
8407	5050	9096	
431	2215	8589	
8525	2354	1256	
5818	7876	4217	
6515	6956	8249	
8026	7208	9988	
5829	6949	4679	
9784	6221	2647	
6615	5323	36	
4409	4774	6504	
3038	1173	2174	
2424	4594	4904	
6240	675	5418	
7027	9344	3971	
2282	9564	7453	
324	6427	5649	
6667	55	9315	
4668	4847	4022	
4243	8914	1910	
1378	6413	9494	
4482	583	1823	
235	339	8834	
8912	1814	846	
6825	2342	481	
3756	5336	7698	
6732	3361	9132	
4185	7311	5014	
8936	2927	1562	
4694	4421	242	
221	851	2183	
6784	5363	6994	
3898	3734	1209	
3801	379	1767	
6589	2259	851	
7317	7474	9182	
5646	5039	6671	
7938	74	3286	
8647	1917	5243	
8238	6483	2959	
187	5262	9179	
2688	9855	1075	
1829	6985	1636	
7015	3716	310	
8840	3946	4657	
9637	8886	2986	
9367	6683	2665	
8245	7352	9572	
5761	3992	8941	
8996	7156	8946	
1883	1023	9755	
842	4945	8978	
333	1577	7006	
1772	4682	6822	
8591	4780	6045	
6381	7606	9384	
8741	1915	5542	
8167	573	4152	
1483	8348	7734	
6209	279	8191	
6630	4208	4742	
377	6122	2827	
4547	9213	9799	
3894	4883	7406	
4430	5350	2863	
8400	4190	4884	
5280	2367	308	
9017	3747	1398	
349	6380	4796	
7693	3132	3989	
7574	2402	2358	
5837	4344	386	
7898	6053	5012	
1540	959	5519	
3305	8563	5142	
7164	4888	8214	
8783	6275	6451	
4782	9895	9307	
5937	7355	6350	
4933	5535	603	
1703	4505	3200	
1296	4376	4972	
9541	8717	6849	
9723	1080	1341	
4426	8326	9602	
3920	3637	4508	
7437	4546	7539	
7342	4483	4618	
8307	9123	8597	
4476	1716	2520	
2632	5099	4715	
3201	6009	2223	
128	2625	33	
5582	6563	834	
5476	8411	9020	
8705	2180	9784	
3008	8761	7298	
792	1903	1546	
3460	2710	5563	
9974	5842	6188	
3491	7528	619	
2497	3261	7073	
8596	5217	9474	
9696	7264	9834	
6786	4765	6524	
4833	8105	659	
2449	9343	1786	
4456	9308	2812	
5463	6922	8234	
4806	3011	1271	
7821	2622	222	
2777	9580	4783	
9408	8588	8150	
4060	8449	9101	
8391	6980	5252	
9329	9267	1461	
3908	192	9071	
1930	9831	508	
1231	4338	3103	
1474	9658	5519	
9375	267	8249	
1031	4811	4575	
1839	347	2152	
1383	3	6018	
3730	4541	8920	
1	2332	2338	
4877	2249	6114	
2668	3488	9661	
6155	6714	7790	
6574	5291	9894	
9142	581	6900	
7238	9259	4028	
6060	3902	5448	
5161	3513	4837	
4765	4936	4089	
6914	8424	5732	
607	9924	3567	
34	1959	2395	
474	9627	635	
4630	8254	4627	
3102	6010	1923	
7338	3189	4219	
5127	7471	2902	
8842	5355	6908	
2136	4075	2763	
178	4314	3730	
7627	402	1727	
7434	4717	6516	
1671	4242	3615	
5224	6714	5604	
3986	967	2845	
82	4373	1668	
566	6287	7087	
6997	8140	4552	
9612	5384	6216	
8717	159	8100	
8008	4272	5989	
9789	6306	2969	
8058	8147	5286	
2883	1221	4920	
4476	7783	1438	
1116	1548	6419	
833	3255	1004	
1798	7034	4322	
4868	5418	2319	
6786	3805	831	
4269	8434	8264	
592	9595	4076	
3116	4308	59	
2707	8455	6916	
5407	5568	8357	
8388	2408	8136	
2862	9487	3545	
8102	4922	2467	
1354	3946	8880	
3814	2424	2509	
684	7044	6922	
5904	3566	6022	
3183	7184	5647	
369	7715	9896	
2463	9656	1601	
2212	6858	2254	
7841	8525	3833	
348	4946	5765	
2036	4299	3	
4097	7157	6575	
2092	1710	6552	
7969	2410	9585	
9806	5863	4375	
4591	817	2401	
2263	5318	5810	
2915	3934	7974	
1614	8346	4448	
9616	1263	1581	
7521	3945	6895	
5522	314	5498	
6247	1593	8221	
9448	5957	5561	
8080	9131	4700	
181	2037	1037	
5973	8779	1930	
4017	132	8409	
3756	1261	229	
7132	2023	4741	
5173	1590	2360	
2133	1053	5371	
8739	1547	3881	
6729	8000	3055	
4967	1313	2224	
3456	2091	4198	
8606	1165	1568	
6817	2849	924	
8504	8622	7678	
5866	3060	1335	
2762	4352	8335	
3755	4476	8286	
8052	11	33	
3607	369	8017	
7610	8552	9747	
6029	1904	4406	
416	8077	199	
2899	7668	2776	
896	9229	3619	
3287	6984	3811	
8222	8496	7646	
9637	1952	8737	
7634	8071	568	
5526	8969	2305	
6177	2775	493	
5414	3580	5968	
9825	2879	7279	
4302	2562	5508	
7079	9715	745	
6342	3753	9095	
1982	2844	4199	
4203	9270	9255	
9182	7850	524	
3492	5771	8991	
4894	7470	5518	
3885	542	7742	
4982	5983	345	
8992	2092	4461	
5637	5939	5820	
8119	5731	7916	
1310	1377	7716	
1255	6211	652	
8231	3036	7627	
1356	8816	570	
3811	2155	9765	
7843	1531	6281	
1202	4595	2374	
6190	6284	6589	
6459	9966	7602	
2420	3048	8968	
6928	6756	1046	
5243	3677	2907	
8295	6006	6773	
3511	1436	778	
1249	8028	851	
365	8081	3890	
8542	3662	9483	
4969	3487	4000	
269	2730	1679	
5830	4015	2812	
7390	6745	1156	
6944	8036	8937	
9471	2137	9142	
8141	7875	6171	
484	4120	6194	
7055	3344	1403	
5831	4048	8489	
2001	7791	2885	
9573	7802	7025	
2219	6013	2024	
6303	7519	1778	
4080	9028	5701	
2749	3693	9069	
1719	948	7303	
6069	4733	3881	
2410	5913	5590	
3340	5095	1210	
8657	7265	452	
3360	9818	6108	
3168	59	1012	
4345	6951	8053	
7967	5640	9022	
8388	8567	2085	
1356	5484	7049	
6614	9622	6528	
7010	3133	1973	
8440	37	9501	
6357	9887	9897	
2394	9181	8084	
5357	6409	7190	
7536	5481	2198	
2153	8087	6946	
181	6666	5911	
5961	8464	3083	
9438	4194	2527	
1310	3048	4972	
6933	5195	2709	
3393	3735	3610	
9337	8731	9799	
2702	6205	3441	
6463	5343	4436	
4077	9450	6417	
8488	9100	1836	
9750	2338	369	
417	7565	6824	
8902	771	1829	
6192	8944	7493	
5266	5891	7149	
8940	8858	5837	
5021	1918	5549	
385	5067	3490	
5535	1881	8630	
4743	4772	2123	
3280	2465	1846	
5864	8546	2046	
3990	9086	4746	
5030	557	6685	
9634	4849	8461	
3846	1374	6978	
1257	5118	1810	
4769	8173	3875	
1037	2887	3739	
1126	8038	9602	
1348	662	9522	
552	8592	2686	
3407	6681	4522	
5092	8705	8621	
8794	8018	646	
8940	3104	3921	
4919	6796	1402	
2033	4797	8389	
5858	6598	1182	
4561	8695	1053	
2419	2303	2663	
1132	3415	2662	
550	5831	7294	
3190	8813	2542	
7647	5403	7970	
1604	8960	1675	
2559	4378	8524	
6431	9234	3882	
1268	8798	8001	
6272	7263	8468	
3607	6562	4239	
6977	8415	7441	
6850	494	6012	
3847	5857	2715	
7091	1424	2249	
8100	8582	5734	
4819	1234	8414	
2644	9682	8813	
6180	1804	4329	
3327	7692	852	
598	9412	7854	
7898	847	7886	
2578	1513	9000	
4548	8136	6836	
6974	6282	6225	
911	50	8812	
9949	4253	4181	
9877	7698	1011	
6749	7804	2805	
7723	8369	7613	
5193	6838	4183	
9414	4753	8025	
9399	680	6723	
200	3548	7981	
3772	2336	4743	
7449	7066	61	
3119	5864	1625	
8220	7049	4247	
6765	4811	5887	
5327	8809	5709	
2528	6764	1834	
6201	5061	5693	
2980	5538	6827	
724	807	9922	
9794	1532	2172	
9503	5937	8394	
7474	895	4979	
139	8335	3640	
2706	6221	8149	
864	8078	3195	
3124	6051	7274	
3600	8629	4707	
2964	7853	1338	
218	2207	5701	
7952	4507	1087	
3237	8094	3142	
464	2113	4861	
9178	6611	4234	
7395	5700	5557	
843	7853	7334	
4366	8867	1897	
1187	9811	7549	
9901	7783	6489	
3642	2600	3988	
4167	1633	2355	
1575	518	6509	
180	7784	6168	
7124	767	2848	
8066	9079	712	
5685	9623	4933	
1017	337	9410	
2251	4556	5153	
5423	7782	5271	
4265	2839	2841	
8930	5589	5287	
9402	2821	8474	
2316	8406	1986	
6218	8588	6373	
364	4518	3748	
5400	2803	3199	
9994	6303	8845	
7365	574	3607	
1539	4880	5762	
3488	3829	4989	
9571	1613	1787	
9584	5058	6709	
8473	1352	9556	
9926	4637	8064	
466	8665	1289	
7153	2366	8864	
3383	3077	6595	
3644	8622	4758	
9783	1676	7392	
9621	3072	4607	
1389	9127	6383	
5931	7064	969	
9966	5942	3059	
133	1090	1073	
1177	6445	8909	
8068	3752	163	
8787	5604	8810	
3963	310	7969	
5806	8344	96	
2909	2712	4915	
2300	2535	9793	
9147	9730	1685	
4700	7894	3885	
3696	5767	277	
9515	2409	9850	
6469	1488	8410	
9167	7746	7735	
487	7966	1446	
5191	4722	979	
4479	461	4574	
3342	1039	9148	
3996	6599	7981	
3006	7649	7180	
5129	4661	9993	
7929	2204	8226	
5988	6371	7341	
8113	9406	9921	
3984	3167	4813	
8887	9338	1017	
7443	7104	1551	
4243	8835	8407	
9644	7762	6641	
4114	8465	3079	
5122	8860	5910	
2888	6435	14	
9390	4108	53	
7833	1689	3586	
8005	1314	8435	
9359	9594	6186	
5514	9362	8456	
4473	8237	4166	
8129	1015	7583	
2611	7003	7863	
2283	4289	7597	
8768	2642	5931	
7587	9784	2239	
2956	5825	1951	
6636	664	291	
1126	7534	4969	
1779	2859	4010	
6357	164	306	
1275	88	4219	
2385	4460	2708	
1934	9000	239	
4321	8052	1403	
4080	7794	8588	
3581	7108	9590	
3466	1595	9515	
2727	8732	4866	
9188	5299	8891	
5598	8976	8837	
2556	6160	5534	
7792	5718	8650	
886	8247	2398	
9802	6625	7419	
5454	5602	4213	
9633	9764	5120	
7327	5295	4726	
7359	4377	1540	
1748	6888	5083	
9153	134	838	
3117	4616	6724	
8229	6298	2351	
5764	2838	5057	
6769	1694	6626	
325	9473	6044	
584	2085	8012	
4509	2821	7621	
4410	6648	4607	
8427	1920	1326	
9902	4278	8614	
1448	8903	8823	
1536	5408	9799	
3716	9819	7227	
5064	2866	9030	
5091	8771	3664	
5994	3843	882	
6963	6503	3484	
9248	6059	4732	
885	8432	4916	
6098	7551	9399	
872	598	4326	
5239	2962	8770	
627	9545	4190	
791	7118	3317	
4316	3577	241	
5761	9876	1943	
8776	3860	2691	
1381	8309	2726	
4675	1528	7856	
8614	7721	1197	
3883	9303	5799	
8614	9395	5144	
2466	6082	2802	
1855	286	392	
8530	1505	6309	
5504	3596	4048	
902	2574	3870	
8945	90	2428	
2507	2825	6002	
8066	4621	8852	
7789	9237	6646	
3362	790	2649	
9299	2895	3593	
8036	8721	9357	
2854	9329	4618	
7279	4558	7550	
1256	7668	7578	
6131	8330	8511	
3004	8894	3844	
1679	7197	2591	
4896	4112	8565	
3917	7971	1405	
8233	212	9051	
2607	7518	636	
8420	295	9099	
4071	6330	8884	
9869	1734	6632	
3730	6501	6728	
1567	6815	5228	
2209	3778	7403	
198	6275	2782	
6011	9636	8027	
6599	5930	2387	
2794	1086	5245	
4051	3038	9839	
1633	162	8909	
6774	1780	1782	
5230	8081	9148	
9161	3572	2033	
9656	3790	7623	
7498	6049	1251	
6672	2282	7148	
7599	8577	1190	
8975	2842	3359	
9680	6429	8044	
7102	7925	4304	
1805	9975	7570	
9698	3996	280	
9703	4104	1532	
6696	4436	4908	
4872	7061	6480	
