6873	6756	2315	
5996	2357	4038	
1724	1298	5019	
105	1430	1902	
754	7093	5369	
8543	9863	6628	
6710	8383	7394	
7805	8975	5877	
8944	2043	5755	
5111	562	2252	
2514	9148	962	
5989	8875	9135	
173	1331	9904	
9872	5249	4556	
2938	4501	5540	
6708	9919	1438	
3470	1964	724	
2998	8373	5636	
9216	5749	1619	
6385	8160	1427	
5830	8618	2368	
3638	435	1916	
1964	6668	6904	
5966	7011	5252	
8557	542	5653	
5015	7990	442	
4233	3716	4552	
9803	6062	313	
9541	8428	5340	
1118	5238	6216	
1893	123	9332	
3569	7613	2025	
6642	2269	7827	
1414	7579	8843	
1483	5538	6323	
5876	9610	3463	
4749	8060	2429	
6549	9513	1879	
3014	8795	375	
7096	9269	5698	
5069	117	3151	
8227	6432	8966	
1101	5721	3442	
8621	1075	4385	
6649	4159	7803	
9630	5688	4576	
1581	1321	1660	
4301	3950	9141	
1541	1731	6931	
6176	7119	1373	
5232	7238	9564	
9370	2001	5344	
8304	2909	7907	
1354	5208	1022	
9200	8657	2439	
6382	1446	7915	
1727	1112	1155	
577	216	5234	
6751	711	3265	
3603	934	2621	
8160	9966	9153	
8846	5895	6013	
719	9605	5173	
6121	4181	303	
9526	9445	9967	
7979	8841	7163	
4466	5230	7276	
1358	6848	9332	
3813	9183	8278	
4929	7855	9178	
7973	4821	7439	
624	283	8349	
9459	6752	2254	
134	5702	9103	
4821	5373	338	
7495	675	7474	
8658	2251	4225	
4651	8451	1288	
9606	4005	8471	
7574	2533	8741	
2293	78	5524	
7692	416	4759	
8100	9961	7282	
1881	3346	7160	
5253	370	7097	
2520	2255	1974	
2065	5306	5831	
8337	2776	1798	
5112	616	939	
8904	6065	3070	
8466	7175	6374	
9010	4085	2534	
1718	7510	9551	
6804	6346	9114	
350	270	6903	
7223	8499	7956	
7888	3784	1388	
5624	4028	850	
1275	786	9727	
532	4787	1585	
8375	7609	4447	
1597	3878	458	
3055	88	1830	
8593	6975	3859	
6750	665	6198	
5260	5808	6529	
9592	9364	1900	
1967	6472	8815	
3988	3441	9502	
6229	7533	6382	
2129	2869	1887	
9627	5953	1353	
4889	7194	259	
7221	740	2365	
6506	9065	7906	
7000	3710	1958	
4419	7349	7452	
5197	8052	4624	
7194	2099	1828	
5715	4069	6881	
3332	7148	2169	
2519	8811	8361	
5692	6049	9459	
4566	7111	8513	
8868	430	4306	
3084	9578	3837	
3563	2273	6597	
742	579	9971	
9341	9200	5109	
2024	7984	891	
1732	9803	4058	
817	4368	6060	
6160	5559	5044	
1206	3241	9666	
127	9841	5081	
2519	589	3438	
3242	4059	1441	
4880	682	4121	
5217	218	8428	
4226	8734	2707	
3339	5230	4223	
2646	7154	2896	
7049	9958	3745	
5224	9837	911	
2701	1922	766	
248	6327	1804	
9709	8388	183	
8277	2547	2711	
645	4673	9498	
3046	2899	3273	
2520	6919	2474	
6575	6169	920	
9184	8943	1448	
9707	227	4289	
1083	9375	5957	
9514	9880	5946	
8132	1186	7911	
8706	7076	8561	
8005	731	5259	
5443	3585	6042	
7192	2939	6760	
5624	2209	5603	
4664	6083	7560	
1297	7746	8158	
2682	8741	2625	
4889	6708	5327	
3186	9899	6706	
9421	3631	2827	
4661	3378	2268	
6639	9807	5074	
7644	8971	414	
5866	6720	7659	
8211	7821	158	
5100	3439	2409	
4779	404	9625	
6905	4005	8114	
5806	9667	399	
8000	1797	5520	
5449	9093	6734	
428	2411	4439	
7702	7507	3918	
3165	6105	5916	
5543	4211	549	
290	1585	7047	
3143	9677	6198	
5136	6613	7360	
8217	7342	263	
3467	9987	2716	
9522	2176	9769	
8530	3987	9747	
5734	9175	6532	
6154	9466	9060	
606	5668	2590	
3444	11	4502	
8339	1303	8054	
2400	1255	918	
9074	7662	5635	
5392	964	8251	
6643	1443	2157	
32	3570	8375	
4520	7274	4658	
884	6589	2618	
2069	6963	9967	
7958	1916	8978	
9720	1148	2841	
3617	9375	8358	
274	9754	291	
6633	1061	8894	
9575	5511	5314	
4218	8858	2869	
4874	2616	2849	
8951	3570	5249	
308	2727	308	
4896	1570	3269	
9954	402	3873	
4824	1847	8346	
9606	6163	5564	
7329	3917	403	
5060	6490	1334	
3108	7957	8835	
7932	1874	3939	
7608	9235	8669	
8507	642	2302	
2391	2473	7085	
2522	6695	6854	
7639	4602	1440	
7265	323	6063	
3579	5257	1614	
9060	1904	7604	
2137	6340	7300	
7663	4388	8152	
7996	2051	380	
7505	528	5008	
1868	8542	5355	
2233	7647	7483	
6159	7979	3573	
2182	6501	2203	
5747	5695	3506	
1643	725	587	
9525	3161	5567	
5653	9916	2933	
4097	2562	4327	
8332	9176	2255	
7652	4341	9473	
2489	1865	3128	
1273	7609	7505	
5398	8896	1610	
6109	4761	797	
6536	6748	7033	
90	8487	9333	
2695	9599	2253	
5873	6490	3724	
4973	8454	8739	
5744	8193	4365	
2495	2935	1187	
2613	2650	993	
1752	1793	6842	
9677	4409	2476	
3279	1028	3168	
9741	452	3458	
7036	7285	754	
6382	9632	9349	
7890	9419	5310	
9309	2957	3640	
747	3167	3762	
2242	5727	3714	
5970	7401	540	
275	7356	8911	
9385	261	6624	
6877	3274	4601	
6338	9568	3837	
5945	3117	9792	
659	318	5266	
8306	3992	6689	
5484	2611	578	
9534	7216	6868	
6146	5221	6550	
5910	4602	3467	
9358	3627	2380	
3917	8770	6972	
1034	4004	4199	
1720	9615	244	
3998	7449	3128	
7966	6269	9443	
6113	5398	853	
1958	7464	4350	
1439	9635	9744	
6881	40	6412	
8373	8845	8103	
7731	4038	3959	
167	8628	1620	
3922	7429	6655	
1525	9642	7576	
9837	2885	9883	
8151	3076	9114	
1935	5739	2549	
8227	388	1059	
5123	2077	2971	
2366	5422	3457	
6157	9	7709	
92	2360	1524	
2506	6044	4839	
8643	7272	6276	
1088	1662	8223	
4573	8135	8933	
8232	5802	6752	
1684	7812	3078	
194	1663	1206	
2316	4374	1914	
9825	5810	6895	
4760	5820	5314	
5235	6270	4323	
7238	6231	5906	
6423	5008	8378	
1237	1445	9012	
3000	1227	4275	
1795	942	6467	
2567	6821	7085	
1127	7042	3857	
6087	9682	7561	
588	5975	6504	
1685	5276	9933	
7	5440	5543	
5879	1848	9136	
7037	3259	1410	
6081	4559	9808	
9035	7978	8186	
2013	556	1649	
2260	5657	6480	
4858	7666	4674	
9752	8154	947	
3801	5166	1371	
13	4010	6772	
7688	3538	681	
2857	5912	766	
1992	2007	5367	
8736	7221	9100	
3600	3234	6928	
4226	4615	5623	
2698	829	7506	
8033	2090	6913	
5592	3436	6073	
6990	8386	7386	
5085	7689	6110	
2171	5954	8312	
2562	2648	1892	
2537	4333	4797	
4026	495	2265	
4801	8700	7738	
2941	8787	3157	
419	2527	3778	
403	8257	1990	
4761	5867	474	
8654	7270	570	
2906	6069	822	
8806	4505	1250	
5070	6852	540	
2853	3960	66	
2554	6921	7224	
4836	425	6950	
810	1916	805	
900	1051	5458	
844	4554	1376	
6979	5321	7396	
6518	1110	7690	
6402	1239	5658	
2240	8893	5942	
6619	436	4676	
6231	8403	3744	
5781	7054	9341	
5665	7944	3442	
4148	1399	2437	
6030	2506	3606	
9542	6916	5894	
3116	4454	9214	
9429	1807	8681	
6482	3712	1826	
2165	4497	5870	
5636	7326	4189	
7136	4278	3104	
4165	6570	999	
3701	9710	7138	
6302	4102	175	
7137	7890	4254	
1513	6086	4553	
9771	1345	1818	
9404	7117	7260	
6574	1747	1	
566	688	4802	
5143	766	5165	
6975	9406	8210	
1344	8719	2834	
3650	7848	2685	
1196	5380	744	
3062	3192	3427	
6232	2164	3652	
4420	6921	5828	
3764	7864	9350	
8374	1746	7351	
6726	4193	3202	
8239	2077	9152	
6308	9384	3618	
2541	6163	5011	
9132	4520	8762	
8959	2373	6405	
2230	6327	5345	
7695	7191	6203	
6343	9548	4224	
3146	8718	5711	
7278	5913	8291	
4980	2613	2962	
3862	6412	8917	
60	2245	1109	
5995	3203	4640	
6564	8692	9364	
508	8898	7917	
6056	995	7713	
7479	4986	7832	
1817	8662	1446	
712	3475	3720	
5871	1948	6657	
3858	6861	987	
7335	2037	3442	
460	2043	5136	
824	6714	2869	
7871	4568	6640	
706	8433	1289	
4339	9371	264	
1796	6767	6029	
3450	8560	6186	
5205	9652	7678	
9156	6346	1645	
4531	9472	2086	
3784	7677	7756	
6594	6628	3716	
4860	830	2958	
223	7030	9834	
6022	9088	3766	
6179	4575	9917	
225	365	4335	
5772	3990	121	
390	6778	1664	
7860	8620	7224	
9737	8141	3155	
8754	777	2960	
4044	8717	3692	
8131	8917	6845	
1649	6028	5552	
7984	7102	2989	
6798	3163	161	
1757	4842	9999	
1826	5012	8051	
5558	4052	5715	
1521	4208	7754	
878	409	4261	
598	1015	2507	
8886	5788	9688	
537	6773	1318	
8669	4674	7853	
689	3803	1068	
9568	6596	1505	
4431	7867	5760	
6346	8094	7192	
8211	7947	9857	
7359	9255	4943	
462	1593	6327	
4077	8503	1012	
6850	194	3228	
1100	8504	2609	
8225	3548	9713	
5988	1930	8560	
6141	5741	2706	
8262	118	4989	
2539	97	8498	
368	8784	6778	
8004	9524	2743	
419	8610	5604	
9474	5065	7665	
309	8580	7190	
652	9068	5169	
9087	1764	2825	
5214	8017	1473	
5781	8919	7987	
7799	6691	6959	
4168	8004	438	
2738	579	2789	
4527	2295	8775	
9576	1985	2209	
3226	9180	9396	
949	2646	1893	
8817	1541	7372	
7996	1536	5515	
6549	1683	2380	
5633	4006	2854	
5168	4013	6799	
1853	9873	6923	
8416	4702	423	
50	6248	8111	
3096	1016	6396	
4393	8259	7985	
6225	6344	4198	
9587	5862	9407	
1405	1189	272	
744	3528	2277	
2451	793	3655	
7241	9738	3378	
9572	4958	3636	
5843	2877	1516	
2427	2507	5293	
4683	9202	3339	
1127	8558	7770	
601	8830	2077	
6961	1536	195	
2192	5752	1444	
731	9207	1503	
5603	5420	6808	
2095	6503	4229	
4384	6595	4792	
1879	9354	5268	
9247	2052	3229	
7216	4086	4931	
15	758	4298	
3452	3640	5185	
2514	7030	961	
7423	3786	2363	
8011	1036	5448	
6388	2796	512	
879	2902	9269	
4721	7026	8233	
6943	5670	7424	
7169	739	3482	
3997	9595	3784	
6441	7986	2166	
3623	5514	5899	
3435	4251	4713	
6158	5626	3269	
7904	6972	5906	
5867	1041	3359	
8333	672	5491	
6691	8438	2319	
2790	8465	9256	
7985	9956	6998	
2100	6670	6135	
3	3854	5152	
4753	3198	965	
2611	124	965	
7341	2312	9870	
4498	7611	57	
5352	3978	2220	
9623	7099	5216	
5874	7567	3800	
3127	8668	5595	
6499	7588	2369	
4132	515	7026	
3193	9237	3257	
4830	1592	811	
1594	1139	6056	
7385	1530	9728	
3154	6584	4167	
7333	2888	1596	
2175	3853	2130	
4929	735	6629	
3155	8900	1130	
6139	231	8318	
1650	9970	4955	
6971	9669	4433	
9017	1321	1111	
7595	271	3100	
7000	9161	491	
1566	450	1299	
3509	2692	6226	
9535	297	2155	
1792	8352	8511	
1569	4188	2015	
6905	9025	3799	
7207	1544	8662	
491	650	7452	
1568	440	4737	
6230	8997	8365	
3649	5979	4734	
6175	1961	8935	
3538	7496	1960	
9099	9841	9711	
8731	5382	790	
3759	5140	9451	
3056	599	3142	
3828	2682	6430	
9565	1331	3173	
7681	7851	5345	
9159	9819	1212	
3733	4893	7072	
4939	1458	6780	
6965	221	2765	
3541	3663	7067	
4586	6775	4998	
9982	4210	9215	
198	7747	9795	
7738	6163	8270	
6020	8747	5414	
6778	6723	3415	
6760	222	5150	
846	2729	348	
1402	6884	9629	
9843	8083	7885	
7413	9236	480	
168	7078	7985	
1442	754	9351	
513	3673	395	
8764	1777	5923	
9718	618	5013	
9330	3705	5159	
315	281	9877	
9263	4032	1235	
3407	2533	300	
8015	9101	8148	
6441	5548	9180	
8625	7825	1661	
1694	1952	9013	
5706	4001	9087	
4714	1699	4426	
5234	5197	1009	
8385	2108	1911	
8426	7366	38	
668	9104	3057	
9360	5662	1688	
8599	6177	9150	
1138	7464	9837	
2354	5881	6950	
1922	3762	8745	
3936	7086	8125	
2184	7244	3089	
857	5379	8995	
3131	7927	4230	
1125	1666	8548	
8471	5214	8129	
2875	6335	4977	
9888	1256	7798	
8880	1196	6072	
3082	6334	7844	
3917	6316	2379	
2927	9422	8119	
7967	173	8186	
6541	4962	2424	
9629	5696	7687	
8998	3531	122	
6121	4638	601	
7514	2606	4149	
7659	8796	6648	
3588	6584	7811	
5066	6408	345	
3029	9400	629	
833	2467	471	
8567	5015	3284	
8067	4455	3742	
5005	3439	1751	
5621	1919	311	
8058	9210	4796	
1218	9635	7354	
7959	1284	4888	
7396	6088	7215	
7730	8459	121	
8153	8308	7482	
1601	2456	2790	
7122	1354	6602	
7549	8286	1248	
8658	1064	3768	
8216	3404	7690	
4164	4906	8562	
5471	5610	6109	
4679	9708	2129	
4958	9424	8552	
4903	2396	7219	
609	5853	6596	
6343	2492	2543	
6868	235	2477	
3185	557	8019	
8511	3285	2554	
2956	4704	8666	
5751	8641	4556	
9630	9920	6614	
7637	9939	7640	
3794	7164	352	
2995	3529	2318	
1758	7408	3015	
7694	4179	9670	
1865	8443	6092	
8025	5078	7870	
562	8137	9867	
2210	1455	2488	
7363	575	8027	
1270	4709	9909	
9647	6923	8343	
946	7930	4160	
6897	6881	3281	
7978	5900	9311	
513	5124	9242	
3259	6625	8903	
9583	7465	3219	
3465	4188	7602	
2249	6240	9436	
6620	7300	9953	
5864	6466	4263	
5914	5813	96	
2330	5831	5133	
9741	1467	5973	
5067	1396	5326	
3025	9920	9969	
7461	4428	5922	
6213	8363	222	
548	1478	7595	
4851	5377	87	
9422	1350	3842	
7791	7744	1625	
6271	9368	6308	
2942	6306	5638	
4094	5349	6247	
5025	5646	9667	
3279	8481	4093	
5851	7236	3878	
2655	9020	5271	
9649	8968	2774	
7749	3779	4668	
169	4824	7136	
3087	1325	4538	
9790	8011	5944	
2404	736	6255	
847	7172	6602	
9636	5005	6829	
4720	4011	7689	
8776	5855	9650	
8470	9465	5496	
9526	1916	1420	
1397	5427	207	
2622	5769	8182	
5369	472	8264	
2851	169	3782	
4239	1442	8007	
7894	8754	4485	
402	4028	7361	
4564	120	5171	
5942	8009	1986	
7453	701	7560	
4458	5627	3824	
3622	5465	8216	
3886	8299	1985	
2191	3480	7969	
5588	6910	2952	
8364	9584	8418	
1998	9636	9591	
1938	8568	4829	
1551	6935	8092	
4152	3314	7528	
1862	6850	2035	
2757	3449	8042	
9182	26	212	
7392	1114	5923	
3506	2313	5407	
4654	8029	159	
3022	1259	4401	
2853	3857	2144	
4073	1560	7487	
5354	9816	5906	
3580	1694	8309	
2776	6891	2718	
7396	3522	4209	
2839	9021	6043	
8440	5014	9564	
7422	7884	3515	
5620	3936	2565	
6726	3904	6093	
7730	5165	6312	
8347	4174	7551	
9964	6955	1522	
5027	1088	2622	
1287	5658	676	
3683	4950	3956	
8431	6206	366	
7470	2407	7349	
2272	5160	6992	
6228	5003	3125	
7695	2448	4319	
5420	2441	6009	
3136	6411	989	
1336	7945	8491	
4090	2584	634	
8638	958	5521	
4304	8933	8125	
6495	0	3582	
5850	4945	5407	
2331	2549	5245	
3825	2526	593	
8305	5740	6032	
4465	3493	9528	
9617	1006	4140	
5253	6905	3767	
5194	9353	525	
2310	255	9333	
7118	107	2256	
2322	5611	4647	
3511	2413	6214	
2503	3521	7837	
372	5083	6581	
4941	7854	594	
1909	9514	8133	
2084	509	7546	
5778	6284	872	
5175	843	6095	
6033	2055	5154	
3357	8071	3065	
7687	4115	4810	
3342	9950	9803	
5586	4530	7131	
4817	4352	1814	
74	8722	8923	
1579	9339	5635	
2716	268	5178	
4187	6246	6984	
3325	8958	5132	
5323	3798	7047	
583	5833	9528	
7762	7983	6886	
87	1347	2390	
6277	9208	2598	
6836	5162	584	
1124	7373	4974	
6776	510	4479	
5007	5989	6058	
2824	161	6934	
8903	7476	7350	
2702	4014	5379	
8469	9426	167	
9289	2601	3221	
3349	1568	3737	
5534	6303	3208	
2607	9691	5868	
6814	4808	1839	
8074	3482	3975	
2390	3787	3506	
6406	2538	6573	
5948	1434	3102	
2789	4337	5777	
9287	2599	989	
7499	3291	5108	
8227	6802	9777	
2928	8750	936	
1832	1214	7522	
6155	1268	2683	
9232	6680	6723	
132	3912	2009	
4349	4757	2617	
6108	1178	6239	
660	8786	8957	
4693	9167	2095	
414	324	4293	
2757	6470	9756	
1418	6152	5091	
9423	268	6574	
107	9268	7382	
2757	7742	6600	
5198	4256	9716	
259	5806	480	
261	4178	736	
8603	695	4279	
7170	3531	2258	
4249	1880	7381	
3568	7992	8529	
4916	6960	6385	
5586	7635	3161	
7146	8431	7124	
8684	5260	5336	
8847	3682	1290	
4432	7289	884	
2706	856	3040	
2122	6094	1514	
33	5067	6615	
4418	5975	3523	
2824	7847	2033	
1554	2426	823	
9454	7585	8225	
5600	3735	9536	
1826	7291	169	
8251	1823	9538	
7517	3451	97	
7234	7014	4728	
9473	7052	6791	
876	9331	9094	
1918	787	5007	
9615	273	239	
4333	9391	6947	
7368	5084	5324	
3683	5472	8080	
1193	4354	7364	
2278	4985	1759	
510	2260	881	
7600	8967	6802	
1084	719	5323	
9135	8808	6095	
8773	9570	5821	
713	9369	5854	
4030	1783	8128	
2512	8680	6492	
7726	2856	2471	
7887	223	7298	
7096	5042	2464	
8384	3897	8147	
6923	3654	2957	
5566	9754	8673	
6395	3724	5004	
884	7574	3645	
8485	4961	3336	
7006	2047	7153	
23	9142	9695	
5072	2089	9939	
8450	6088	6164	
172	7607	6024	
5214	8114	2246	
9696	4499	8616	
1357	4284	6469	
9484	2076	7435	
1598	7297	4806	
8635	8657	9114	
4872	8722	6558	
2197	1830	9915	
5572	5666	8881	
9019	3392	4511	
5461	6512	3156	
6433	510	6677	
4995	4209	1930	
1396	2361	3553	
5993	5657	8488	
2537	8306	638	
3181	9298	9408	
1224	3232	2589	
6345	8829	490	
529	8430	3153	
8625	1776	1742	
5212	2991	8709	
4118	1785	2529	
2381	1139	3805	
7035	7839	7480	
8066	9145	2680	
2827	5184	1520	
8343	4729	1143	
4098	4450	7066	
9963	2609	6515	
3663	380	6347	
1603	8520	8448	
4003	898	9394	
2672	9744	7152	
318	1500	1679	
8538	2556	6811	
5668	1044	6150	
8052	9726	3535	
6473	8338	5352	
8488	6270	647	
5211	8445	4184	
7184	6113	4252	
6805	7169	1428	
218	119	9613	
5157	4397	9677	
6963	7577	3463	
2442	9752	1374	
3727	6103	3598	
9323	4638	4612	
6750	9301	1986	
5033	7511	8845	
4882	9915	674	
3015	7679	699	
3505	3574	7139	
9464	1092	2531	
3018	8884	1784	
4589	2057	4484	
4541	9866	6367	
2785	7458	2715	
4566	8652	1326	
1085	5718	6783	
3214	7772	7367	
318	8118	6226	
7856	7740	550	
29	9313	4041	
9355	271	6633	
4713	9982	4799	
7349	656	3597	
6749	8006	8730	
7716	5314	4686	
8567	3000	661	
7702	1667	9056	
602	6959	3028	
5328	2166	6867	
1628	8675	7758	
1863	7983	9380	
3468	2224	6510	
2457	9123	9902	
5313	605	9578	
3529	7876	2840	
4580	9255	440	
2590	4961	8472	
2362	5025	8589	
4510	7953	3267	
1158	7084	2913	
2236	3003	8681	
1020	1347	9615	
1057	3336	3693	
1789	5337	9452	
7904	4102	3085	
7076	4435	3894	
1799	420	996	
2612	478	5160	
3013	6088	9193	
2682	7028	4119	
1230	285	2005	
5417	2092	1190	
6654	6972	209	
3515	6879	9665	
201	708	6347	
2260	2900	7229	
9336	3338	4274	
4461	1839	467	
765	8033	6656	
9742	2643	1586	
326	7452	5823	
1733	3394	4476	
6099	6001	6471	
5654	4612	3963	
8449	9331	7074	
7149	6994	9305	
2147	9781	299	
3557	2747	8137	
515	8353	2377	
9385	3271	3493	
2177	6109	6014	
3257	4145	765	
1352	1769	4355	
6463	1027	2321	
7806	5579	5641	
6424	1417	331	
6089	3625	8493	
4606	2384	3691	
9398	8588	1108	
9155	3622	2835	
8893	1232	5974	
639	5760	7748	
8010	1545	9161	
2738	1839	8646	
9797	6642	7811	
2064	9002	3538	
3185	4979	7411	
1911	8760	5965	
6987	8865	2920	
2888	6885	8060	
2296	932	5414	
946	1926	3213	
9392	9694	7292	
8284	6747	4428	
187	9033	5938	
2301	4407	2094	
7784	406	3967	
